"W ID","Colony","Treatment","Days after start of experiment","No. foraging bouts per day","Mean foraging duration"
"A0 01 03 C0 00 20 46 98","WB03","A",10,2,1899-12-31 00:34:05
"A0 01 03 C0 00 20 46 98","WB03","A",4,3,1899-12-31 00:25:05
"A0 01 03 C0 00 20 46 98","WB03","A",11,3,1899-12-31 01:26:27
"A0 01 03 C0 00 20 46 98","WB03","A",9,5,1899-12-31 01:09:19
"A0 01 03 C0 00 20 46 98","WB03","A",7,6,1899-12-31 00:54:20
"A0 01 03 C0 00 20 46 98","WB03","A",2,8,1899-12-31 00:38:35
"A0 01 03 C0 00 20 46 98","WB03","A",5,8,1899-12-31 00:42:03
"A0 01 03 C0 00 20 46 98","WB03","A",3,10,1899-12-31 00:39:30
"A0 01 03 C0 00 20 46 98","WB03","A",8,16,1899-12-31 00:22:21
"A0 01 03 C0 00 20 46 E8","WB03","A",0,1,1899-12-31 00:05:02
"A0 01 03 C0 00 20 46 E8","WB03","A",4,1,1899-12-31 02:20:52
"A0 01 03 C0 00 20 46 E8","WB03","A",20,1,1899-12-31 07:40:18
"A0 01 03 C0 00 20 46 E8","WB03","A",5,2,1899-12-31 00:57:53
"A0 01 03 C0 00 20 46 E8","WB03","A",19,2,1899-12-31 00:19:57
"A0 01 03 C0 00 20 46 E8","WB03","A",2,7,1899-12-31 00:46:04
"A0 01 03 C0 00 20 46 E8","WB03","A",3,7,1899-12-31 00:44:18
"A0 01 03 C0 00 20 46 E8","WB03","A",1,10,1899-12-31 00:41:31
"A0 01 03 C0 00 A0 08 7F","WB03","A",20,2,1899-12-31 01:40:55
"A0 01 03 C0 00 A0 08 7F","WB03","A",21,2,1899-12-31 02:22:00
"A0 01 03 C0 00 A0 08 7F","WB03","A",18,4,1899-12-31 00:54:59
"A0 01 03 C0 00 A0 08 7F","WB03","A",19,4,1899-12-31 00:56:24
"A0 01 03 C0 00 A0 68 43","WB03","A",16,1,1899-12-31 00:17:43
"A0 01 03 C0 00 A0 68 43","WB03","A",24,1,1899-12-31 01:59:48
"A0 01 03 C0 00 A0 68 43","WB03","A",26,1,1899-12-31 00:50:00
"A0 01 03 C0 00 A0 68 43","WB03","A",19,3,1899-12-31 00:48:04
"A0 01 03 C0 00 A0 68 43","WB03","A",23,5,1899-12-31 01:17:14
"A0 01 03 C0 00 A0 68 43","WB03","A",25,5,1899-12-31 01:09:21
"A0 01 03 C0 00 A0 A8 5F","WB03","A",12,1,1899-12-31 00:46:45
"A0 01 03 C0 00 A0 A8 5F","WB03","A",13,1,1899-12-31 01:06:10
"A0 01 03 C0 00 A0 A8 5F","WB03","A",16,2,1899-12-31 00:46:20
"A0 01 03 C0 00 A0 A8 5F","WB03","A",15,3,1899-12-31 00:48:49
"A0 01 03 C0 00 A0 A8 5F","WB03","A",17,3,1899-12-31 00:54:12
"A0 01 03 C0 00 A0 A8 5F","WB03","A",26,3,1899-12-31 00:17:03
"A0 01 03 C0 00 A0 C8 85","WB03","A",25,1,1899-12-31 00:06:29
"A0 01 03 C0 00 A0 C8 85","WB03","A",24,3,1899-12-31 00:38:19
"A0 01 03 C0 00 A0 C8 85","WB03","A",23,9,1899-12-31 00:39:41
"A0 01 03 C0 00 A0 E8 12","WB03","A",8,1,1899-12-31 01:47:48
"A0 01 03 C0 00 A0 E8 12","WB03","A",9,3,1899-12-31 00:36:07
"A0 01 03 C0 00 A0 E8 12","WB03","A",12,3,1899-12-31 00:13:52
"A0 01 03 C0 00 A0 E8 12","WB03","A",13,3,1899-12-31 01:48:18
"A0 01 03 C0 00 A0 E8 12","WB03","A",10,4,1899-12-31 00:41:31
"A0 01 03 C0 00 A0 E8 12","WB03","A",11,4,1899-12-31 00:37:52
"A0 01 03 C0 00 A0 E8 6D","WB03","A",7,1,1899-12-31 00:22:15
"A0 01 03 C0 00 A0 E8 6D","WB03","A",9,2,1899-12-31 00:23:41
"A0 01 03 C0 00 A0 E8 6D","WB03","A",10,2,1899-12-31 00:19:46
"A0 01 03 C0 00 A0 E8 6D","WB03","A",11,2,1899-12-31 00:17:28
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",13,1,1899-12-31 00:36:58
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",20,1,1899-12-31 00:43:22
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",24,1,1899-12-31 00:14:57
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",12,2,1899-12-31 01:14:06
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",16,2,1899-12-31 00:33:14
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",19,2,1899-12-31 00:24:24
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",25,2,1899-12-31 03:01:55
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",26,2,1899-12-31 00:47:00
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",17,3,1899-12-31 00:41:18
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",23,4,1899-12-31 00:33:12
"A0 01 03 C0 00 20 8D 0A","WB03_2","A",27,6,1899-12-31 00:32:05
"A0 01 03 C0 00 A0 A8 90","WB03_2","A",3,1,1899-12-31 00:26:00
"A0 01 03 C0 00 A0 A8 90","WB03_2","A",6,1,1899-12-31 00:26:01
"A0 01 03 C0 00 A0 A8 90","WB03_2","A",8,1,1899-12-31 00:17:06
"A0 01 03 C0 00 A0 A8 90","WB03_2","A",5,3,1899-12-31 00:39:13
"A0 01 03 C0 00 20 C6 E8","WB07","A",9,1,1899-12-31 00:46:11
"A0 01 03 C0 00 20 C6 E8","WB07","A",14,1,1899-12-31 00:21:47
"A0 01 03 C0 00 20 C6 E8","WB07","A",5,2,1899-12-31 00:33:36
"A0 01 03 C0 00 20 C6 E8","WB07","A",7,2,1899-12-31 00:37:05
"A0 01 03 C0 00 20 C6 E8","WB07","A",8,2,1899-12-31 00:38:11
"A0 01 03 C0 00 20 C6 E8","WB07","A",12,2,1899-12-31 00:22:46
"A0 01 03 C0 00 20 C6 E8","WB07","A",15,2,1899-12-31 00:32:01
"A0 01 03 C0 00 20 C6 E8","WB07","A",4,3,1899-12-31 00:19:36
"A0 01 03 C0 00 20 C6 E8","WB07","A",11,3,1899-12-31 01:55:20
"A0 01 03 C0 00 20 C6 E8","WB07","A",10,4,1899-12-31 00:38:12
"A0 01 03 C0 00 20 C6 F8","WB07","A",10,1,1899-12-31 00:11:51
"A0 01 03 C0 00 20 C6 F8","WB07","A",12,1,1899-12-31 00:06:25
"A0 01 03 C0 00 20 C6 F8","WB07","A",16,1,1899-12-31 01:03:56
"A0 01 03 C0 00 20 C6 F8","WB07","A",17,1,1899-12-31 02:15:15
"A0 01 03 C0 00 20 C6 F8","WB07","A",21,1,1899-12-31 05:36:59
"A0 01 03 C0 00 20 C6 F8","WB07","A",14,2,1899-12-31 01:36:25
"A0 01 03 C0 00 20 C6 F8","WB07","A",15,2,1899-12-31 01:07:41
"A0 01 03 C0 00 20 C6 F8","WB07","A",11,7,1899-12-31 00:24:40
"A0 01 03 C0 00 20 C6 F8","WB07","A",8,11,1899-12-31 00:23:43
"A0 01 03 C0 00 20 C6 F8","WB07","A",9,14,1899-12-31 00:24:40
"A0 01 03 C0 00 A0 28 B8","WB07","A",27,1,1899-12-31 02:08:36
"A0 01 03 C0 00 A0 28 B8","WB07","A",23,2,1899-12-31 00:13:06
"A0 01 03 C0 00 A0 28 B8","WB07","A",25,4,1899-12-31 01:09:50
"A0 01 03 C0 00 A0 28 B8","WB07","A",24,5,1899-12-31 00:37:30
"A0 01 03 C0 00 A0 28 DB","WB07","A",26,1,1899-12-31 03:09:48
"A0 01 03 C0 00 A0 28 DB","WB07","A",22,2,1899-12-31 01:13:51
"A0 01 03 C0 00 A0 28 DB","WB07","A",24,3,1899-12-31 01:16:00
"A0 01 03 C0 00 A0 28 DB","WB07","A",23,4,1899-12-31 01:12:48
"A0 01 03 C0 00 A0 28 DB","WB07","A",25,4,1899-12-31 01:10:35
"A0 01 03 C0 00 A0 40 30","WB07","A",18,3,1899-12-31 00:27:56
"A0 01 03 C0 00 A0 40 30","WB07","A",14,6,1899-12-31 00:17:59
"A0 01 03 C0 00 A0 40 30","WB07","A",17,7,1899-12-31 00:37:28
"A0 01 03 C0 00 A0 40 30","WB07","A",19,7,1899-12-31 00:37:43
"A0 01 03 C0 00 A0 40 30","WB07","A",16,9,1899-12-31 00:24:45
"A0 01 03 C0 00 A0 40 30","WB07","A",15,10,1899-12-31 00:29:18
"A0 01 03 C0 00 A0 68 26","WB07","A",15,1,1899-12-31 01:05:02
"A0 01 03 C0 00 A0 68 26","WB07","A",18,1,1899-12-31 01:18:03
"A0 01 03 C0 00 A0 68 26","WB07","A",17,4,1899-12-31 00:50:40
"A0 01 03 C0 00 A0 68 26","WB07","A",16,7,1899-12-31 00:41:13
"A0 01 03 C0 00 A0 68 2A","WB07","A",18,1,1899-12-31 00:11:48
"A0 01 03 C0 00 A0 68 2A","WB07","A",23,1,1899-12-31 01:03:29
"A0 01 03 C0 00 A0 68 2A","WB07","A",24,1,1899-12-31 01:22:52
"A0 01 03 C0 00 A0 68 2A","WB07","A",19,4,1899-12-31 00:32:52
"A0 01 03 C0 00 A0 68 2A","WB07","A",22,4,1899-12-31 00:58:57
"A0 01 03 C0 00 A0 68 2A","WB07","A",26,5,1899-12-31 00:22:14
"A0 01 03 C0 00 A0 68 2A","WB07","A",27,7,1899-12-31 00:22:54
"A0 01 03 C0 00 A0 A0 30","WB07","A",21,1,1899-12-31 00:45:34
"A0 01 03 C0 00 A0 A0 30","WB07","A",27,1,1899-12-31 00:32:23
"A0 01 03 C0 00 A0 A0 30","WB07","A",17,2,1899-12-31 00:27:09
"A0 01 03 C0 00 A0 A0 30","WB07","A",18,2,1899-12-31 02:57:48
"A0 01 03 C0 00 A0 A0 30","WB07","A",23,2,1899-12-31 00:33:11
"A0 01 03 C0 00 A0 A0 30","WB07","A",24,2,1899-12-31 00:50:27
"A0 01 03 C0 00 A0 A0 30","WB07","A",19,3,1899-12-31 00:58:11
"A0 01 03 C0 00 A0 A0 30","WB07","A",20,3,1899-12-31 03:22:46
"A0 01 03 C0 00 A0 A0 30","WB07","A",25,3,1899-12-31 00:58:04
"A0 01 03 C0 00 A0 A0 30","WB07","A",26,6,1899-12-31 00:59:19
"A0 01 03 C0 00 A0 A8 4F","WB07","A",17,1,1899-12-31 00:36:36
"A0 01 03 C0 00 A0 A8 4F","WB07","A",26,1,1899-12-31 01:27:48
"A0 01 03 C0 00 A0 A8 4F","WB07","A",23,3,1899-12-31 01:10:34
"A0 01 03 C0 00 A0 A8 4F","WB07","A",16,4,1899-12-31 00:33:02
"A0 01 03 C0 00 A0 A8 4F","WB07","A",19,4,1899-12-31 00:32:45
"A0 01 03 C0 00 A0 A8 4F","WB07","A",22,7,1899-12-31 00:42:31
"A0 01 03 C0 00 20 9D C4","WB07_2","A",26,1,1899-12-31 00:25:10
"A0 01 03 C0 00 20 9D C4","WB07_2","A",25,4,1899-12-31 00:36:45
"A0 01 03 C0 00 20 9D C4","WB07_2","A",24,5,1899-12-31 00:39:34
"A0 01 03 C0 00 20 9D C4","WB07_2","A",27,6,1899-12-31 00:34:17
"A0 01 03 C0 00 20 BF 77","WB11","A",17,4,1899-12-31 01:08:57
"A0 01 03 C0 00 20 BF 77","WB11","A",18,4,1899-12-31 00:30:32
"A0 01 03 C0 00 20 BF 77","WB11","A",19,4,1899-12-31 00:46:17
"A0 01 03 C0 00 20 BF 77","WB11","A",22,4,1899-12-31 00:53:54
"A0 01 03 C0 00 20 C6 E4","WB11","A",3,2,1899-12-31 01:36:56
"A0 01 03 C0 00 20 C6 E4","WB11","A",2,3,1899-12-31 01:07:36
"A0 01 03 C0 00 20 C6 E4","WB11","A",4,3,1899-12-31 00:45:41
"A0 01 03 C0 00 20 C6 E4","WB11","A",5,3,1899-12-31 01:33:30
"A0 01 03 C0 00 20 C6 E4","WB11","A",1,8,1899-12-31 00:48:14
"A0 01 03 C0 00 A0 28 B6","WB11","A",25,1,1899-12-31 03:16:22
"A0 01 03 C0 00 A0 28 B6","WB11","A",27,1,1899-12-31 02:56:19
"A0 01 03 C0 00 A0 28 B6","WB11","A",26,5,1899-12-31 00:54:35
"A0 01 03 C0 00 A0 C8 ED","WB11","A",20,1,1899-12-31 01:39:17
"A0 01 03 C0 00 A0 C8 ED","WB11","A",21,3,1899-12-31 03:45:04
"A0 01 03 C0 00 A0 C8 ED","WB11","A",22,4,1899-12-31 00:44:26
"A0 01 03 C0 00 A0 C8 ED","WB11","A",19,8,1899-12-31 00:39:51
"A0 01 03 C0 00 A0 C8 ED","WB11","A",18,11,1899-12-31 00:30:52
"A0 01 03 C0 00 20 4D AA","WB15_2","A",12,1,1899-12-31 00:39:17
"A0 01 03 C0 00 20 4D AA","WB15_2","A",11,3,1899-12-31 00:21:07
"A0 01 03 C0 00 20 4D AA","WB15_2","A",14,8,1899-12-31 00:20:59
"A0 01 03 C0 00 20 4D AA","WB15_2","A",13,9,1899-12-31 00:16:55
"A0 01 03 C0 00 20 6D 6C","WB15_2","A",25,2,1899-12-31 00:12:10
"A0 01 03 C0 00 20 6D 6C","WB15_2","A",28,2,1899-12-31 01:15:51
"A0 01 03 C0 00 20 6D 6C","WB15_2","A",27,3,1899-12-31 01:32:41
"A0 01 03 C0 00 20 6D 6C","WB15_2","A",26,5,1899-12-31 00:26:03
"A0 01 03 C0 00 20 AD 2D","WB15_2","A",11,1,1899-12-31 00:20:17
"A0 01 03 C0 00 20 AD 2D","WB15_2","A",13,6,1899-12-31 00:28:21
"A0 01 03 C0 00 20 AD 2D","WB15_2","A",14,6,1899-12-31 00:33:12
"A0 01 03 C0 00 20 AD 2D","WB15_2","A",15,11,1899-12-31 00:20:02
"A0 01 03 C0 00 20 5F D8","WB19","A",15,1,1899-12-31 00:20:57
"A0 01 03 C0 00 20 5F D8","WB19","A",26,1,1899-12-31 00:16:13
"A0 01 03 C0 00 20 5F D8","WB19","A",22,2,1899-12-31 00:48:18
"A0 01 03 C0 00 20 5F D8","WB19","A",17,3,1899-12-31 01:27:43
"A0 01 03 C0 00 20 5F D8","WB19","A",20,5,1899-12-31 02:55:05
"A0 01 03 C0 00 20 5F D8","WB19","A",23,6,1899-12-31 00:30:27
"A0 01 03 C0 00 20 5F D8","WB19","A",21,7,1899-12-31 00:58:34
"A0 01 03 C0 00 20 5F D8","WB19","A",18,12,1899-12-31 00:30:30
"A0 01 03 C0 00 20 5F D8","WB19","A",19,12,1899-12-31 00:35:29
"A0 01 03 C0 00 A0 28 AC","WB19","A",23,1,1899-12-31 02:09:17
"A0 01 03 C0 00 A0 28 AC","WB19","A",24,1,1899-12-31 02:40:21
"A0 01 03 C0 00 A0 28 AC","WB19","A",26,1,1899-12-31 01:26:09
"A0 01 03 C0 00 A0 28 AC","WB19","A",28,1,1899-12-31 00:44:07
"A0 01 03 C0 00 A0 28 AC","WB19","A",18,2,1899-12-31 00:13:26
"A0 01 03 C0 00 A0 28 AC","WB19","A",19,2,1899-12-31 02:01:58
"A0 01 03 C0 00 A0 28 AC","WB19","A",22,2,1899-12-31 00:47:55
"A0 01 03 C0 00 A0 28 AC","WB19","A",25,2,1899-12-31 00:39:42
"A0 01 03 C0 00 A0 28 AC","WB19","A",21,3,1899-12-31 02:32:13
"A0 01 03 C0 00 A0 28 AC","WB19","A",27,3,1899-12-31 01:07:03
"A0 01 03 C0 00 A0 28 AC","WB19","A",20,4,1899-12-31 02:00:09
"A0 01 03 C0 00 A0 28 BC","WB19","A",18,1,1899-12-31 00:24:56
"A0 01 03 C0 00 A0 28 BC","WB19","A",19,1,1899-12-31 00:25:49
"A0 01 03 C0 00 A0 28 BC","WB19","A",22,1,1899-12-31 04:47:41
"A0 01 03 C0 00 A0 28 BC","WB19","A",24,1,1899-12-31 02:36:54
"A0 01 03 C0 00 A0 28 BC","WB19","A",25,1,1899-12-31 01:03:47
"A0 01 03 C0 00 A0 28 BC","WB19","A",28,1,1899-12-31 05:04:09
"A0 01 03 C0 00 A0 28 BC","WB19","A",23,3,1899-12-31 01:22:35
"A0 01 03 C0 00 A0 28 BC","WB19","A",27,3,1899-12-31 01:44:49
"A0 01 03 C0 00 A0 28 EA","WB19","A",17,4,1899-12-31 00:36:43
"A0 01 03 C0 00 A0 28 EA","WB19","A",24,5,1899-12-31 01:06:13
"A0 01 03 C0 00 A0 28 EA","WB19","A",12,8,1899-12-31 00:29:36
"A0 01 03 C0 00 A0 28 EA","WB19","A",21,8,1899-12-31 00:58:55
"A0 01 03 C0 00 A0 28 EA","WB19","A",18,9,1899-12-31 00:32:05
"A0 01 03 C0 00 A0 28 EA","WB19","A",14,10,1899-12-31 00:26:19
"A0 01 03 C0 00 A0 28 EA","WB19","A",16,11,1899-12-31 00:31:02
"A0 01 03 C0 00 A0 28 EA","WB19","A",19,12,1899-12-31 00:27:35
"A0 01 03 C0 00 A0 28 EA","WB19","A",20,24,1899-12-31 00:34:19
"A0 01 03 C0 00 A0 28 EA","WB19","A",13,26,1899-12-31 00:28:04
"A0 01 03 C0 00 A0 48 95","WB19","A",22,1,1899-12-31 00:36:59
"A0 01 03 C0 00 A0 48 95","WB19","A",19,2,1899-12-31 00:27:47
"A0 01 03 C0 00 A0 48 95","WB19","A",24,5,1899-12-31 00:50:54
"A0 01 03 C0 00 A0 48 95","WB19","A",26,5,1899-12-31 00:46:01
"A0 01 03 C0 00 A0 48 95","WB19","A",25,6,1899-12-31 00:46:07
"A0 01 03 C0 00 A0 48 95","WB19","A",23,7,1899-12-31 00:54:48
"A0 01 03 C0 00 A0 48 95","WB19","A",20,8,1899-12-31 00:31:36
"A0 01 03 C0 00 A0 48 95","WB19","A",21,8,1899-12-31 00:56:11
"A0 01 03 C0 00 A0 48 B5","WB19","A",20,1,1899-12-31 00:14:06
"A0 01 03 C0 00 A0 48 B5","WB19","A",24,1,1899-12-31 00:50:22
"A0 01 03 C0 00 A0 48 B5","WB19","A",23,3,1899-12-31 00:42:17
"A0 01 03 C0 00 A0 48 B5","WB19","A",21,6,1899-12-31 00:49:47
"A0 01 03 C0 00 A0 48 B5","WB19","A",28,8,1899-12-31 00:42:24
"A0 01 03 C0 00 A0 48 B5","WB19","A",25,9,1899-12-31 00:39:32
"A0 01 03 C0 00 A0 48 B5","WB19","A",27,18,1899-12-31 00:36:22
"A0 01 03 C0 00 A0 A0 97","WB19","A",18,1,1899-12-31 00:19:35
"A0 01 03 C0 00 A0 A0 97","WB19","A",20,2,1899-12-31 01:00:04
"A0 01 03 C0 00 A0 A0 97","WB19","A",23,3,1899-12-31 00:56:01
"A0 01 03 C0 00 A0 A0 97","WB19","A",24,4,1899-12-31 00:44:27
"A0 01 03 C0 00 A0 A0 97","WB19","A",26,5,1899-12-31 00:57:06
"A0 01 03 C0 00 A0 A0 97","WB19","A",28,5,1899-12-31 00:43:05
"A0 01 03 C0 00 A0 A0 97","WB19","A",25,6,1899-12-31 01:12:18
"A0 01 03 C0 00 A0 A0 97","WB19","A",19,9,1899-12-31 00:36:23
"A0 01 03 C0 00 A0 A0 97","WB19","A",22,9,1899-12-31 00:38:49
"A0 01 03 C0 00 A0 A0 97","WB19","A",27,11,1899-12-31 00:42:09
"A0 01 03 C0 00 A0 A0 97","WB19","A",21,13,1899-12-31 00:56:41
"A0 01 03 C0 00 A0 C8 98","WB19","A",24,1,1899-12-31 00:49:09
"A0 01 03 C0 00 A0 C8 98","WB19","A",25,5,1899-12-31 00:32:29
"A0 01 03 C0 00 A0 C8 98","WB19","A",26,5,1899-12-31 00:48:16
"A0 01 03 C0 00 A0 C8 98","WB19","A",28,6,1899-12-31 00:45:54
"A0 01 03 C0 00 A0 C8 98","WB19","A",27,17,1899-12-31 00:41:05
"A0 01 03 C0 00 A0 C8 BC","WB19","A",12,3,1899-12-31 00:46:44
"A0 01 03 C0 00 A0 C8 BC","WB19","A",11,4,1899-12-31 01:37:16
"A0 01 03 C0 00 A0 C8 BC","WB19","A",13,4,1899-12-31 03:02:48
"A0 01 03 C0 00 A0 C8 F1","WB19","A",24,1,1899-12-31 01:21:41
"A0 01 03 C0 00 A0 C8 F1","WB19","A",26,2,1899-12-31 00:37:05
"A0 01 03 C0 00 A0 C8 F1","WB19","A",25,7,1899-12-31 00:36:08
"A0 01 03 C0 00 A0 C8 F1","WB19","A",28,7,1899-12-31 00:46:10
"A0 01 03 C0 00 A0 C8 F1","WB19","A",27,14,1899-12-31 00:48:35
"A0 01 03 C0 00 C0 F3 51","WB19","A",2,1,1899-12-31 00:48:12
"A0 01 03 C0 00 C0 F3 51","WB19","A",8,1,1899-12-31 00:42:44
"A0 01 03 C0 00 C0 F3 51","WB19","A",11,1,1899-12-31 01:47:45
"A0 01 03 C0 00 C0 F3 51","WB19","A",4,3,1899-12-31 01:01:31
"A0 01 03 C0 00 C0 F3 51","WB19","A",6,3,1899-12-31 00:49:17
"A0 01 03 C0 00 C0 F3 51","WB19","A",7,3,1899-12-31 02:15:24
"A0 01 03 C0 00 C0 F3 51","WB19","A",9,4,1899-12-31 00:22:19
"A0 01 03 C0 00 C0 F3 51","WB19","A",5,6,1899-12-31 01:16:09
"A0 01 03 C0 00 C0 F3 51","WB19","A",3,7,1899-12-31 00:35:53
"A0 01 03 C0 00 C0 F3 51","WB19","A",10,7,1899-12-31 00:55:04
"A0 01 03 C0 00 C0 F3 86","WB19","A",5,2,1899-12-31 00:38:27
"A0 01 03 C0 00 C0 F3 86","WB19","A",4,4,1899-12-31 00:25:33
"A0 01 03 C0 00 C0 F3 86","WB19","A",3,5,1899-12-31 01:45:58
"A0 01 03 C0 00 C0 F3 86","WB19","A",2,8,1899-12-31 00:37:08
"A0 01 03 C0 00 C0 F3 86","WB19","A",6,8,1899-12-31 00:40:09
"A0 01 03 C0 00 C0 F3 86","WB19","A",7,8,1899-12-31 01:00:53
"A0 01 03 C0 00 20 0D 8C","WB19_2","A",17,1,1899-12-31 01:19:06
"A0 01 03 C0 00 20 0D 8C","WB19_2","A",27,2,1899-12-31 01:50:07
"A0 01 03 C0 00 20 0D 8C","WB19_2","A",18,3,1899-12-31 00:45:18
"A0 01 03 C0 00 20 0D 8C","WB19_2","A",26,4,1899-12-31 00:57:25
"A0 01 03 C0 00 20 0D 8C","WB19_2","A",19,6,1899-12-31 00:25:13
"A0 01 03 C0 00 20 1D 52","WB19_2","A",20,1,1899-12-31 00:21:45
"A0 01 03 C0 00 20 1D 52","WB19_2","A",24,1,1899-12-31 00:56:53
"A0 01 03 C0 00 20 1D 52","WB19_2","A",27,2,1899-12-31 01:01:51
"A0 01 03 C0 00 20 1D 52","WB19_2","A",21,3,1899-12-31 00:30:32
"A0 01 03 C0 00 20 1D 52","WB19_2","A",25,4,1899-12-31 00:37:19
"A0 01 03 C0 00 20 2D 0A","WB19_2","A",27,3,1899-12-31 00:22:50
"A0 01 03 C0 00 20 2D 0A","WB19_2","A",28,4,1899-12-31 00:37:23
"A0 01 03 C0 00 20 2D 32","WB19_2","A",28,4,1899-12-31 00:51:07
"A0 01 03 C0 00 20 8D 22","WB19_2","A",17,1,1899-12-31 00:11:02
"A0 01 03 C0 00 20 8D 22","WB19_2","A",21,6,1899-12-31 00:27:15
"A0 01 03 C0 00 20 8D 22","WB19_2","A",20,7,1899-12-31 00:22:36
"A0 01 03 C0 00 20 DD D5","WB19_2","A",28,6,1899-12-31 00:18:05
"A0 01 03 C0 00 20 DD D5","WB19_2","A",26,7,1899-12-31 00:34:10
"A0 01 03 C0 00 20 ED FA","WB19_2","A",27,4,1899-12-31 00:27:51
"A0 01 03 C0 00 20 ED FA","WB19_2","A",24,7,1899-12-31 00:13:41
"A0 01 03 C0 00 20 ED FA","WB19_2","A",25,8,1899-12-31 00:11:39
"A0 01 03 C0 00 20 ED FA","WB19_2","A",28,13,1899-12-31 00:31:03
"A0 01 03 C0 00 20 ED FA","WB19_2","A",26,17,1899-12-31 00:17:06
"A0 01 03 C0 00 20 26 82","WB04","B",0,1,1899-12-31 00:05:17
"A0 01 03 C0 00 20 26 82","WB04","B",4,1,1899-12-31 00:09:55
"A0 01 03 C0 00 20 26 82","WB04","B",2,2,1899-12-31 00:07:29
"A0 01 03 C0 00 20 3F D4","WB04","B",22,1,1899-12-31 01:52:31
"A0 01 03 C0 00 20 3F D4","WB04","B",25,2,1899-12-31 00:39:52
"A0 01 03 C0 00 20 3F D4","WB04","B",26,2,1899-12-31 00:42:24
"A0 01 03 C0 00 20 46 9E","WB04","B",3,1,1899-12-31 00:42:30
"A0 01 03 C0 00 20 46 9E","WB04","B",2,2,1899-12-31 01:28:47
"A0 01 03 C0 00 20 46 9E","WB04","B",1,5,1899-12-31 00:45:09
"A0 01 03 C0 00 20 46 C4","WB04","B",8,1,1899-12-31 00:10:58
"A0 01 03 C0 00 20 46 C4","WB04","B",10,1,1899-12-31 00:33:33
"A0 01 03 C0 00 20 46 C4","WB04","B",19,1,1899-12-31 00:06:27
"A0 01 03 C0 00 20 46 C4","WB04","B",21,1,1899-12-31 02:33:16
"A0 01 03 C0 00 20 46 C4","WB04","B",26,1,1899-12-31 01:07:22
"A0 01 03 C0 00 20 46 C4","WB04","B",15,2,1899-12-31 00:50:46
"A0 01 03 C0 00 20 46 C4","WB04","B",18,2,1899-12-31 01:16:41
"A0 01 03 C0 00 20 46 C4","WB04","B",9,3,1899-12-31 01:04:56
"A0 01 03 C0 00 20 46 C4","WB04","B",25,3,1899-12-31 01:03:18
"A0 01 03 C0 00 20 46 C4","WB04","B",11,5,1899-12-31 00:32:06
"A0 01 03 C0 00 20 46 CE","WB04","B",4,1,1899-12-31 00:17:31
"A0 01 03 C0 00 20 46 CE","WB04","B",5,1,1899-12-31 00:10:05
"A0 01 03 C0 00 20 46 CE","WB04","B",12,1,1899-12-31 00:32:57
"A0 01 03 C0 00 20 46 CE","WB04","B",14,1,1899-12-31 00:46:24
"A0 01 03 C0 00 20 46 CE","WB04","B",3,2,1899-12-31 00:55:21
"A0 01 03 C0 00 20 46 CE","WB04","B",7,2,1899-12-31 00:17:26
"A0 01 03 C0 00 20 46 CE","WB04","B",11,2,1899-12-31 01:38:03
"A0 01 03 C0 00 20 46 CE","WB04","B",9,4,1899-12-31 00:21:13
"A0 01 03 C0 00 20 46 CE","WB04","B",13,5,1899-12-31 01:17:43
"A0 01 03 C0 00 20 46 CE","WB04","B",1,6,1899-12-31 00:24:13
"A0 01 03 C0 00 20 46 CE","WB04","B",6,6,1899-12-31 01:07:59
"A0 01 03 C0 00 20 46 CE","WB04","B",10,7,1899-12-31 00:34:40
"A0 01 03 C0 00 20 46 CE","WB04","B",2,8,1899-12-31 00:19:01
"A0 01 03 C0 00 40 33 00","WB04","B",4,1,1899-12-31 03:00:36
"A0 01 03 C0 00 40 33 00","WB04","B",6,1,1899-12-31 05:00:28
"A0 01 03 C0 00 40 33 00","WB04","B",13,1,1899-12-31 00:41:33
"A0 01 03 C0 00 40 33 00","WB04","B",19,1,1899-12-31 00:06:45
"A0 01 03 C0 00 40 33 6B","WB04","B",4,1,1899-12-31 00:13:34
"A0 01 03 C0 00 40 33 6B","WB04","B",5,1,1899-12-31 02:09:49
"A0 01 03 C0 00 40 33 6B","WB04","B",3,2,1899-12-31 00:06:08
"A0 01 03 C0 00 40 33 6B","WB04","B",10,3,1899-12-31 01:04:01
"A0 01 03 C0 00 40 33 6B","WB04","B",7,4,1899-12-31 00:40:33
"A0 01 03 C0 00 40 33 6B","WB04","B",9,4,1899-12-31 00:41:24
"A0 01 03 C0 00 40 33 6B","WB04","B",8,5,1899-12-31 00:34:40
"A0 01 03 C0 00 40 C1 08","WB04","B",14,1,1899-12-31 01:51:40
"A0 01 03 C0 00 40 C1 08","WB04","B",16,1,1899-12-31 00:20:54
